Address,Housing_price,Baths,Housing_type,ZipCode,Beds,Location,Housing_area
E 89th #L,"$849,000",1 ba,Coop,10128,2 bd,"40.78303,-73.95796","1,000 sqft"
235 W 75th St #620,"$1,500,000+",1 ba,Condo,10023,1 bd,"40.78155,-73.981636",847 sqft
61 E 93rd St,"$6,700,000",4 ba,Townhome,10128,5 bd,"40.78519,-73.95471",NA
345 W 70th St #1F,"$1,175,000",1 ba,Coop,10023,3 bd,"40.779343,-73.98692",NA
77 E 110th St #6A,"$1,019,700",1 ba,Condo,10029,2 bd,"40.79591,-73.94643","1,033 sqft"
736 W 187th St #609,"$800,000",2 ba,Condo,10033,3 bd,"40.854397,-73.93541","1,187 sqft"
133 Mulberry St #2B,"$3,800,000+",3.5 ba,Condo,10013,3 bd,"40.718636,-73.99792","2,957 sqft"
332 E 77th St #12A,"$399,000",1 ba,Coop,10075,1 bd,"40.771305,-73.95493",NA
220 Riverside Blvd,"$13,950,000",3.5 ba,Condo,10069,4 bd,"40.779762,-73.98732","4,000 sqft"
15 Union Sq W #6D,"$6,200,000",2.5 ba,Condo,10003,2 bd,"40.736145,-73.991264","2,282 sqft"
160 W 12th St #PH3,"$17,450,000+",4.5 ba,Condo,10011,3 bd,"40.73677,-73.99993","3,508 sqft"
425 E 86th St #16D,"$999,000",2 ba,Coop,10028,2 bd,"40.776672,-73.94815",NA
225 E 36th St #9-N,"$1,295,000",2 ba,Coop,10016,2 bd,"40.74666,-73.9758","1,200 sqft"
100 W 119th St #2B,"$1,450,000+",2 ba,Condo,10026,4 bd,"40.803883,-73.94912","1,524 sqft"
Address Not Disclosed,,NA,NA,10032,NA,"40.836693,-73.94085",NA
235 E 57th St #5D,"$729,000",1 ba,Coop,10022,1 bd,"40.75982,-73.96576",750 sqft
737 Park Ave #9,"$11,995,000+",4.5 ba,Condo,10021,3 bd,"40.770424,-73.96373","3,289 sqft"
240 W 23rd St #PHOUSE7D,"$2,649,000",2 ba,Coop,10011,3 bd,"40.744507,-73.99737","1,800 sqft"
215 E 29th St #1,"$750,000",1 ba,Coop,10016,2 bd,"40.742443,-73.979485",NA
15 Central Park W #35D,"$33,000,000",3 ba,Condo,10023,3 bd,"40.77013,-73.981514","3,173 sqft"
333 E 75th St,"$539,000",1 ba,Coop,10021,1 bd,"40.77025,-73.95515",NA
2 King St #1C,"$669,000",1 ba,Coop,10012,1 bd,"40.727432,-74.0029",NA
266 E Broadway #B705,,1 ba,Coop,10002,1 bd,"40.71462,-73.985115",700 sqft
212 Warren St #27A,"$2,800,000+",2.5 ba,Condo,10282,2 bd,"40.716343,-74.01242","1,461 sqft"
105 Norfolk St,"$1,795,000",2 ba,Condo,10002,2 bd,"40.718777,-73.98736","1,218 sqft"
2 5th Ave #2526,"$3,999,000",2.5 ba,Coop,10011,3 bd,"40.731834,-73.99707","1,930 sqft"
150 W 87th St #2B,,2 ba,Coop,10024,2 bd,"40.787655,-73.97346",NA
145 Bleecker St,"$8,000,000",6 ba,Townhome,10012,6 bd,"40.72838,-73.99906",NA
50 Riverside Blvd #PH5A,"$23,140,000",8.5 ba,Condo,10069,6 bd,"40.774742,-73.99084","6,168 sqft"
25 Columbus Cir #60AG,"$21,500,000",5.5 ba,Condo,10019,5 bd,"40.76889,-73.983406","3,582 sqft"
10 West St #33A,"$3,300,000",2 ba,Condo,10004,2 bd,"40.705612,-74.01752","1,565 sqft"
219 W 81st St #6J,"$869,999",1 ba,Condo,10024,1 bd,"40.78509,-73.97827",554 sqft
145 W 87th St,"$7,250,000",4.5 ba,Townhome,10024,4 bd,"40.787907,-73.972855",NA
245 W 14th St #- APT TOWER 3,"$7,950,000",3.5 ba,Condo,10011,3 bd,"40.739616,-74.00143","2,713 sqft"
393 W 49th St #6G,"$1,508,000",2 ba,Condo,10019,2 bd,"40.762882,-73.98848","1,005 sqft"
61 E 77th St #7C,"$750,000",1 ba,Coop,10075,1 bd,"40.774887,-73.96222",700 sqft
101 W 12th St #11T,"$699,000",1 ba,Coop,10011,NA,"40.73642,-73.998",NA
14 Wooster St #16,"$6,050,000",2 ba,Coop,10013,3 bd,"40.72132,-74.00322","3,800 sqft"
327 W 85th St #2C,"$398,000",1 ba,Coop,10024,NA,"40.788807,-73.979195",NA
Cpw #8,"$2,100,000",2 ba,Condo,10025,3 bd,"40.79682,-73.96371","1,372 sqft"
348 W 48th St #1W,"$480,000",1 ba,Coop,10036,1 bd,"40.761696,-73.98917",NA
212 Warren St #26A,"$2,750,000+",2.5 ba,Condo,10282,2 bd,"40.716343,-74.01242","1,461 sqft"
133 Mulberry St #4B,"$2,300,000+",2 ba,Condo,10013,3 bd,"40.718636,-73.99792","1,351 sqft"
435 E 52nd St #6,"$8,500,000",3.5 ba,Coop,10022,5 bd,"40.754642,-73.963104","5,000 sqft"
604 Riverside Dr #2AB,"$1,250,000",2.5 ba,Coop,10031,3 bd,"40.82257,-73.95558",NA
411 E 53rd St #4M,"$840,000",1 ba,Condo,10022,1 bd,"40.755768,-73.96421",780 sqft
470 W End Ave #1E,"$1,800,000",2.5 ba,Coop,10024,3 bd,"40.786556,-73.979",NA
350 E 82nd St #7Y,"$685,000",1 ba,Condo,10028,NA,"40.774445,-73.95191",665 sqft
25 Murray St #6C,"$2,950,000+",2 ba,Condo,10007,2 bd,"40.71382,-74.00837","1,911 sqft"
12 W 18th St #4-WEST,"$2,795,000",2 ba,Condo,10011,2 bd,"40.738792,-73.993065","1,750 sqft"
875 W 181st St #2K,"$599,000",1 ba,Coop,10033,2 bd,"40.851845,-73.94127",NA
280 Park Ave S #21A,"$2,629,000",2 ba,Condo,10010,2 bd,"40.739536,-73.98747","1,266 sqft"
45 E 22nd St #46A,"$9,330,000",3 ba,Condo,10010,3 bd,"40.739933,-73.98723","2,467 sqft"
720 Greenwich St #6D,"$1,499,999",1 ba,Coop,10014,1 bd,"40.73463,-74.00738","1,000 sqft"
360 E 88th St #32C,"$3,950,000",3 ba,Condo,10128,3 bd,"40.778133,-73.94897","2,237 sqft"
150 E 69th St #7Q,"$2,325,000",2 ba,Coop,10021,2 bd,"40.768124,-73.96313","1,756 sqft"
515 E 72nd St #22G,"$1,950,000+",2 ba,Condo,10021,2 bd,"40.76687,-73.95266","1,081 sqft"
124 W Houston St,"$20,000,000",NA,NA,10012,NA,"40.727833,-74.00099",NA
88 Lexington Ave #801,"$2,050,000+",1.5 ba,Condo,10016,1 bd,"40.74172,-73.98352","1,083 sqft"
1 Central Park S #1807,"$7,500,000",1.5 ba,Condo,10019,1 bd,"40.76413,-73.97356","1,393 sqft"
175 W 95th St #16C,"$1,965,000+",2 ba,Condo,10025,3 bd,"40.793224,-73.9701","1,253 sqft"
211 W 71st St #5B,"$1,285,000",1 ba,Condo,10023,1 bd,"40.77833,-73.982574",787 sqft
22 Central Park South Apt,"$6,300,000+",2.5 ba,Condo,10019,2 bd,"40.764767,-73.97422","2,021 sqft"
30 Park Pl #73C,"$6,850,000",3 ba,Condo,10007,3 bd,"40.713055,-74.009155","1,815 sqft"
345 E 93rd St #31F,"$575,000",1 ba,Coop,10128,1 bd,"40.78178,-73.94625",700 sqft
67 E 11th St #715,,NA,Single-Family Home,10003,1 bd,"40.732887,-73.99176",NA
30 Park Pl #46C,"$3,645,000",1.5 ba,Condo,10007,1 bd,"40.713055,-74.009155","1,108 sqft"
155 W 11th St #8C,"$6,370,000",2.5 ba,Condo,10011,2 bd,"40.73631,-74.00007","1,938 sqft"
505 W 19th St,"$18,850,000",4.5 ba,Condo,10011,4 bd,"40.745647,-74.00637","4,664 sqft"
245 W 14th St #- APT TOWER 2,"$8,550,000",3.5 ba,Condo,10011,4 bd,"40.739616,-74.00143","3,038 sqft"
1 W End Ave #21B,"$3,325,000",3 ba,Condo,10023,3 bd,"40.773373,-73.989975","1,686 sqft"
1991 Broadway #16A,"$1,975,000",2 ba,Condo,10023,2 bd,"40.775276,-73.98263",968 sqft
25 Sutton Pl S #14A,"$760,000",1.5 ba,Coop,10022,1 bd,"40.75616,-73.96091","1,000 sqft"
8 E 83rd St #12F,"$3,125,000",2 ba,Coop,10028,2 bd,"40.77896,-73.960976",NA
8 E 12th St #5,"$5,400,000",2 ba,Condo,10003,2 bd,"40.73413,-73.9939","2,330 sqft"
175 W 12th St #7N,"$920,000",1 ba,Condo,10011,1 bd,"40.73736,-74.00013",414 sqft
555 W 59th St #10A,"$1,300,000",1 ba,Condo,10019,1 bd,"40.77165,-73.98959",789 sqft
874 Broadway #605,"$2,200,000",1 ba,Coop,10003,1 bd,"40.737843,-73.98977",NA
230 Central Park S #PH 18F,"$11,900,000",4 ba,Coop,10019,2 bd,"40.76727,-73.980675",NA
45 E 80th St #14A,"$4,250,000",2 ba,Condo,10075,2 bd,"40.77705,-73.96123","1,660 sqft"
415 E 52nd St #4CB,"$860,000",1 ba,Coop,10022,1 bd,"40.75512,-73.96427","1,000 sqft"
125 W 21st St #11C,,1.5 ba,Condo,10011,1 bd,"40.742134,-73.99462",945 sqft
51 Jane St #5,,1 ba,Coop,10014,NA,"40.738323,-74.00501",NA
128 Central Park S #5CD,"$2,399,500",2 ba,Coop,10019,2 bd,"40.765945,-73.97761","1,700 sqft"
118 E 60th St #29G,"$1,995,000",2 ba,Coop,10022,2 bd,"40.762814,-73.96865","1,450 sqft"
420 E 58th St #15B,"$1,500,000",2 ba,Condo,10022,2 bd,"40.758408,-73.96166","1,000 sqft"
239 E 79th St #13J,"$1,195,000",2 ba,Coop,10075,2 bd,"40.773827,-73.95584",NA
269 W 72nd St #6CD,"$1,150,000",2 ba,Coop,10023,2 bd,"40.77992,-73.983986","1,100 sqft"
63 W 130th St,"$2,200,000",5 ba,Townhome,10037,5 bd,"40.81078,-73.942215",NA
Second Ave,"$225,000",NA,NA,10128,NA,"40.78326,-73.94782",NA
372 5th Ave #6L,"$639,000",1 ba,Coop,10018,1 bd,"40.74945,-73.9843",NA
874 Broadway,"$5,400,000",3 ba,Coop,10003,4 bd,"40.737843,-73.98977",NA
101 Warren St #1050,"$2,900,000",2 ba,Condo,10007,2 bd,"40.715412,-74.01104","1,232 sqft"
212 Warren St #27C,"$5,095,000+",3.5 ba,Condo,10282,3 bd,"40.716343,-74.01242","2,296 sqft"
568 Grand St,"$1,250,000",2 ba,Coop,10002,3 bd,"40.71406,-73.97975",NA
139 Centre St #204,"$1,375,000",NA,NA,10013,NA,"40.717464,-74.00083",NA
77 E 110th St #6C,"$917,100",1 ba,Condo,10029,2 bd,"40.79591,-73.94643",919 sqft
160 Central Park S,"$5,450,000",3.5 ba,Condo,10019,4 bd,"40.766174,-73.978516","2,763 sqft"
79 Hamilton Pl #22,,NA,NA,10031,NA,"40.822613,-73.950836",NA
301 E 79th St #21B,,2 ba,Condo,10075,2 bd,"40.77346,-73.95454",NA
175 W 95th St #5HJ,"$1,395,000+",2 ba,Condo,10025,2 bd,"40.793224,-73.9701","1,016 sqft"
524 E 72nd St #29A,"$2,000,000",NA,Single-Family Home,10021,2 bd,"40.76594,-73.95221","1,231 sqft"
333 E 66th St #6R,"$395,000",1 ba,Coop,10065,NA,"40.76446,-73.959305",NA
128 Central Park S #11C,"$965,000",1.5 ba,Coop,10019,1 bd,"40.765945,-73.97761",NA
1 W End Ave #17H,"$2,735,000",2.5 ba,Condo,10023,2 bd,"40.773373,-73.989975","1,375 sqft"
240 Riverside Blvd #7O,"$1,845,000",1.5 ba,Condo,10069,2 bd,"40.780315,-73.98696","1,151 sqft"
288 Lexington Ave #10BCD,"$1,590,000",3 ba,Coop,10016,3 bd,"40.748135,-73.978806",NA
401 E 60th St #28C,"$2,750,000",3 ba,Condo,10022,3 bd,"40.760376,-73.960686","1,956 sqft"
101 Wall St #18A,"$1,915,000+",2 ba,Condo,10005,2 bd,"40.704803,-74.00722","1,053 sqft"
151 E 85th St,"$7,800,000+",3.5 ba,Condo,10028,3 bd,"40.778732,-73.955536","2,469 sqft"
50 Riverside Blvd #21,"$25,750,000",9.5 ba,Condo,10069,7 bd,"40.774742,-73.99084","6,058 sqft"
425 E 58th St #45H1,"$5,525,000",5.5 ba,Coop,10022,5 bd,"40.758698,-73.96139","3,250 sqft"
225 E 73rd St #7G,"$849,000",1 ba,Coop,10021,1 bd,"40.770077,-73.958664",NA
211 E 51st St #3C,,1 ba,Condo,10022,1 bd,"40.75636,-73.96972",581 sqft
860 5th Ave #5M,"$2,450,000",2 ba,Coop,10065,2 bd,"40.76945,-73.968704","1,500 sqft"
1991 Broadway,"$880,000",1 ba,Condo,10023,1 bd,"40.775276,-73.98263",675 sqft
353 E 72nd St #5B,"$525,000",1 ba,Coop,10021,1 bd,"40.768307,-73.95646",680 sqft
14 E 4th St #503,"$2,275,000",1 ba,Condo,10012,2 bd,"40.727993,-73.99378",NA
201 E 66th St #4B,"$795,000",1 ba,Coop,10065,1 bd,"40.766132,-73.96285",NA
900 W 190th St #2G,"$1,500,000+",2 ba,Coop,10040,3 bd,"40.8569,-73.93637","1,200 sqft"
24 W 71st St,"$29,000,000",6 ba,Single-Family Home,10023,6 bd,"40.77581,-73.97772","8,807 sqft"
200 E 94th St #2911,"$1,285,000+",1 ba,Condo,10128,1 bd,"40.783703,-73.95021",854 sqft
209 E 56th St #5J,"$415,000",1 ba,Coop,10022,NA,"40.759426,-73.96706",560 sqft
310 E 46th St #8U,"$875,000",1 ba,Coop,10017,1 bd,"40.75189,-73.96957",NA
749 W End Ave #4W,,1 ba,Coop,10025,2 bd,"40.795696,-73.9731","1,200 sqft"
130 Barrow St #401,"$1,595,000",1 ba,Condo,10014,2 bd,"40.732204,-74.00932",933 sqft
17 Chittenden Ave #4A,"$1,099,000",2 ba,Coop,10033,3 bd,"40.85514,-73.938934",NA
140 Sullivan St #2-Floor,"$4,595,000",2 ba,Single-Family Home,10012,2 bd,"40.727028,-74.002304","2,932 sqft"
120 Riverside Blvd #4U,"$775,000",1 ba,Condo,10069,NA,"40.776352,-73.98913",551 sqft
13 W 13th St #2BN,"$500,000",1 ba,Coop,10011,NA,"40.736073,-73.99506",400 sqft
155 W 20th St #6A,"$895,000",1 ba,Coop,10011,1 bd,"40.741997,-73.99606",850 sqft
92 Horatio St #5J,"$749,000",1 ba,Coop,10014,1 bd,"40.738514,-74.007835",NA
325 Lexington Ave #14B,"$1,325,000",1 ba,Condo,10016,1 bd,"40.749165,-73.977394",647 sqft
165 W 66th St #14R,"$559,000",1 ba,Coop,10023,NA,"40.774868,-73.98416",NA
77 Reade St #5E,"$2,875,000",2 ba,Condo,10007,2 bd,"40.715004,-74.00736","1,523 sqft"
2 Columbus Ave #20B,"$3,195,000",2.5 ba,Condo,10023,2 bd,"40.769512,-73.984955","1,507 sqft"
350 W 42nd St #54D,,2 ba,Condo,10036,2 bd,"40.756866,-73.99069","1,207 sqft"
737 Park Ave #11A,"$9,999,999+",4 ba,Condo,10021,3 bd,"40.770424,-73.96373","3,164 sqft"
15 William St #20C,"$1,385,000",1 ba,Condo,10005,1 bd,"40.705345,-74.01017",832 sqft
315 E 68th St #6F,"$1,485,000",2 ba,Coop,10065,2 bd,"40.76625,-73.95955",NA
45 E 22nd St #40B,"$7,650,000",2 ba,Condo,10010,2 bd,"40.739933,-73.98723","2,144 sqft"
107 W 86th St #2GH,"$1,999,999",2 ba,Coop,10024,2 bd,"40.786747,-73.97241","1,450 sqft"
201 E 25th St #4H,,2 ba,Coop,10010,2 bd,"40.740208,-73.98173","1,250 sqft"
21 E 61st St #4C,"$5,395,000+",2.5 ba,Coop,10065,2 bd,"40.764854,-73.97019","1,434 sqft"
70 Haven Ave #3F,,1 ba,Coop,10032,1 bd,"40.843792,-73.94302",700 sqft
385 Grand St #L102,,1 ba,Coop,10002,NA,"40.71589,-73.98713",NA
25 Columbus Cir #60A,"$12,500,000",3 ba,Condo,10019,3 bd,"40.76889,-73.983406","1,987 sqft"
27-29 Great Jones St #5W,"$5,250,000",2 ba,Condo,10012,2 bd,"40.726875,-73.99339","2,041 sqft"
90 William St #9E,"$735,000+",1 ba,Condo,10038,NA,"40.708073,-74.00748",640 sqft
421 Hudson St #501,"$1,800,000",1 ba,Condo,10014,1 bd,"40.730038,-74.00717",832 sqft
563 Park Ave #11E,"$2,950,000",2.5 ba,Coop,10065,2 bd,"40.764786,-73.96796","2,200 sqft"
200 E 62nd St #26B,"$3,940,000+",2.5 ba,Condo,10065,2 bd,"40.76302,-73.96508","1,695 sqft"
30 W 63rd St #16J,"$2,350,000",2 ba,Condo,10023,2 bd,"40.770756,-73.98102","1,021 sqft"
270 Seaman Ave #B7,"$450,000",1 ba,Coop,10034,2 bd,"40.872437,-73.9177","1,150 sqft"
22 W 15th St #5A,"$975,000",1 ba,Condo,10011,1 bd,"40.73708,-73.9946",579 sqft
155 E 38th St #12H,"$595,000",1 ba,Condo,10016,NA,"40.748592,-73.97649",NA
127 W 15th St #1R,,1 ba,Coop,10011,1 bd,"40.73874,-73.997375",NA
320 E 57th St #12B,"$750,000",1 ba,Coop,10022,1 bd,"40.758762,-73.96475",850 sqft
779 Riverside Dr #B30,"$595,000",1 ba,Condo,10032,1 bd,"40.8352,-73.94753",754 sqft
134 W 93rd St #3E,"$1,495,000",NA,Single-Family Home,10025,2 bd,"40.791237,-73.97027","1,113 sqft"
15 Beaver St #7-H,,2 ba,Condo,10004,2 bd,"40.705322,-74.01197",900 sqft
Address Not Disclosed,"$1,390,000",2 ba,Coop,10002,3 bd,"40.713505,-73.97765","1,600 sqft"
860 5th Ave #14-15B,"$5,250,000",2.5 ba,Coop,10065,2 bd,"40.76945,-73.968704",NA
79 Barrow St,"$1,295,000",1 ba,Coop,10014,NA,"40.731373,-74.00591",NA
308 W 103rd St #2G,"$525,000",1 ba,Coop,10025,1 bd,"40.799812,-73.97081",NA
400 E 56th St #8H,"$1,595,000",2 ba,Coop,10022,2 bd,"40.757107,-73.96314","1,489 sqft"
317 W 95th St #1D,"$712,500",1 ba,Condo,10025,1 bd,"40.795265,-73.974724",634 sqft
140 W 23rd St #2C,"$3,220,000",3 ba,Condo,10011,3 bd,"40.743248,-73.994385","1,836 sqft"
465 Park Ave #404,"$5,750,000",2 ba,Apt/Condo/Twnhm,10022,2 bd,"40.76165,-73.970116",NA
70 E 10th St #8J,"$1,900,000",2 ba,Coop,10003,2 bd,"40.73128,-73.99075","1,500 sqft"
800 Riverside Dr #2B,"$959,000",1 ba,Coop,10032,2 bd,"40.83477,-73.94595",NA
350 W 53rd St #5C,"$1,750,000",2 ba,Condo,10019,2 bd,"40.764824,-73.98687","1,251 sqft"
30 Beekman Pl #6D,"$1,695,000",2 ba,Coop,10022,2 bd,"40.753838,-73.96476","1,500 sqft"
175 W 12th St #14L,"$1,232,000",1 ba,Condo,10011,1 bd,"40.73736,-74.00013",616 sqft
200 E 66th St #E2-04,"$2,990,000+",2 ba,Condo,10065,2 bd,"40.765186,-73.96233","1,522 sqft"
165 W 91st St #8C,"$1,675,000+",2 ba,Condo,10024,2 bd,"40.790916,-73.97217","1,068 sqft"
133 W 22nd St #4J,"$1,650,000",1 ba,Condo,10011,1 bd,"40.742973,-73.99447",763 sqft
100 La Salle St #20B,"$695,000",1 ba,Coop,10027,2 bd,"40.81348,-73.95924",950 sqft
400 E 54th St #19C,"$1,695,000",2 ba,Condo,10022,2 bd,"40.755997,-73.964005","1,230 sqft"
95 Park Ter E #5C,"$349,000",1 ba,Coop,10034,1 bd,"40.87131,-73.91576",820 sqft
51 E 128th St #6A,"$815,000",2 ba,Single-Family Home,10035,2 bd,"40.80764,-73.93861",800 sqft
400 E 54th St #28F,"$1,850,000",2 ba,Condo,10022,2 bd,"40.755997,-73.964005","1,003 sqft"
302 W 12th St #9C,"$2,400,000",1 ba,Condo,10014,1 bd,"40.737293,-74.00466",750 sqft
177 E 77th St #3B,"$1,525,000",1 ba,Condo,10075,2 bd,"40.773357,-73.95859","1,057 sqft"
88 Lexington Ave #506,"$3,200,000+",2.5 ba,Condo,10016,2 bd,"40.74172,-73.98352","1,624 sqft"
212 E 70th St #1,"$1,950,000+",NA,NA,10021,NA,"40.76788,-73.96082",NA
62 W 62nd St #10E,"$1,945,000",2 ba,Condo,10023,2 bd,"40.77051,-73.98264","1,026 sqft"
2 River Ter,"$2,849,500",2 ba,Condo,10282,2 bd,"40.715374,-74.01606","1,320 sqft"
1 W End Ave #14F,"$2,825,000",2.5 ba,Condo,10023,2 bd,"40.773373,-73.989975","1,581 sqft"
1 Central Park S #1308,"$2,895,000",1 ba,Condo,10019,1 bd,"40.76413,-73.97356",782 sqft
1485 5th Ave #25C,"$1,350,000",1 ba,Condo,10035,2 bd,"40.802742,-73.94473","1,152 sqft"
885 Park Ave,"$6,100,000",6.5 ba,Coop,10075,6 bd,"40.775017,-73.9606","5,100 sqft"
30 E 9th St #4JJ3JJ,"$2,599,000",2 ba,Coop,10003,2 bd,"40.731953,-73.99414","1,600 sqft"
200 E 62nd St #9D,"$3,965,000+",3 ba,Condo,10065,3 bd,"40.76302,-73.96508","1,980 sqft"
53 W 53rd St #19C,"$3,170,000",1.5 ba,Condo,10019,1 bd,"40.76173,-73.97833","1,428 sqft"
75 Wall St #21C,"$1,850,000+",2 ba,Condo,10005,2 bd,"40.705055,-74.00811","1,352 sqft"
123 W 131st St #1,"$1,325,000",1.5 ba,Condo,10027,2 bd,"40.81221,-73.943665","1,183 sqft"
8 Union Sq S #5A,"$5,150,000",3 ba,Condo,10003,3 bd,"40.73535,-73.99165","2,108 sqft"
310 W 52nd St #37B,"$3,250,000",2.5 ba,Condo,10019,2 bd,"40.76362,-73.98597","1,331 sqft"
425 W 50th St #10C,"$4,995,000",2 ba,Condo,10019,2 bd,"40.764374,-73.99013","1,763 sqft"
88 Lexington Ave #607,"$3,255,000+",2 ba,Condo,10016,2 bd,"40.74172,-73.98352","1,663 sqft"
400 W End Ave #1604,"$4,000,000",3 ba,Apartment,10024,3 bd,"40.784447,-73.980644","2,000 sqft"
252 7th Ave,"$5,250,000",2 ba,Condo,10001,2 bd,"40.745304,-73.99549","2,037 sqft"
124 Hudson St #7B,"$8,250,000",3 ba,Condo,10013,3 bd,"40.7203,-74.00818","2,717 sqft"
147 Waverly Pl #FL 9,"$12,900,000",3 ba,Condo,10014,4 bd,"40.733513,-74.000885","3,389 sqft"
90 Lexington Ave #5C,"$4,429,000+",4 ba,Condo,10016,3 bd,"40.741947,-73.98333","2,025 sqft"
1 Central Park S,"$26,900,000",8.5 ba,Condo,10019,8 bd,"40.76413,-73.97356","5,500 sqft"
88 Lexington Ave #806,"$4,720,000+",3.5 ba,Condo,10016,3 bd,"40.74172,-73.98352","2,319 sqft"
885 Park Ave #2P,"$5,025,000",5.5 ba,Coop,10075,5 bd,"40.775017,-73.9606","4,000 sqft"
200 E 94th St #2409,"$4,175,000+",3 ba,Condo,10128,4 bd,"40.783703,-73.95021","2,283 sqft"
156 E 89th St,"$4,500,000",5 ba,Townhome,10128,5 bd,"40.780956,-73.95366","3,673 sqft"
7 E 76th St,"$50,000,000",5 ba,Single-Family Home,10021,9 bd,"40.77493,-73.96428","14,000 sqft"
53 W 53rd St #32A,"$10,500,000",2.5 ba,Condo,10019,2 bd,"40.76173,-73.97833","3,204 sqft"
53 W 53rd St #33C,"$8,025,000",3.5 ba,Condo,10019,3 bd,"40.76173,-73.97833","2,518 sqft"
53 W 53rd St #63,"$50,900,000",4.5 ba,Condo,10019,4 bd,"40.76173,-73.97833","6,786 sqft"
53 W 53rd St #59A,"$23,650,000",3.5 ba,Condo,10019,3 bd,"40.76173,-73.97833","3,762 sqft"
88 Lexington Ave #905,"$5,875,000+",3.5 ba,Condo,10016,4 bd,"40.74172,-73.98352","2,606 sqft"
53 W 53rd St #19A,"$7,465,000",2.5 ba,Condo,10019,2 bd,"40.76173,-73.97833","2,370 sqft"
53 W 53rd St #55B,"$14,425,000",3.5 ba,Condo,10019,3 bd,"40.76173,-73.97833","3,317 sqft"
170 E End Ave #5J,"$3,695,000+",3 ba,Condo,10128,3 bd,"40.77608,-73.94442","1,924 sqft"
53 W 53rd St #26C,"$6,525,000",2.5 ba,Condo,10019,2 bd,"40.76173,-73.97833","2,178 sqft"
53 W 53rd St #26A,"$5,475,000",1.5 ba,Condo,10019,1 bd,"40.76173,-73.97833","1,817 sqft"
90 Lexington Ave #7D,"$3,300,000+",2.5 ba,Condo,10016,2 bd,"40.741947,-73.98333","1,539 sqft"
100 Riverside Blvd #3C,"$1,950,000+",2 ba,Condo,10069,2 bd,"40.775593,-73.989876","1,171 sqft"
549 W 123rd St #3E,"$265,000",1 ba,Coop,10027,NA,"40.811977,-73.959145",NA
202 W 78th St #1W,"$1,200,000",1 ba,Coop,10024,2 bd,"40.782394,-73.97926",NA
269 Bennett Ave #4H,"$335,000",1 ba,Coop,10040,1 bd,"40.85855,-73.93256",NA
273 Bennett Ave #4A,"$335,000",1 ba,Coop,10040,1 bd,"40.858585,-73.93255",NA
140 W 71st St #9012,"$685,000",1 ba,Coop,10023,1 bd,"40.777134,-73.98089",NA
99 Battery Pl #17K,"$719,000",1 ba,Condo,10280,NA,"40.707626,-74.01659",610 sqft
45 E 72nd St #1C,"$1,350,000",3.5 ba,Coop,10021,3 bd,"40.77171,-73.964516","1,550 sqft"
117 W 123rd St #6B,"$899,000",1 ba,Condo,10027,1 bd,"40.807114,-73.947365",835 sqft
52 Lispenard St #5,"$6,950,000+",4.5 ba,Condo,10013,4 bd,"40.719475,-74.0032","3,347 sqft"
845 W End Ave #2E,"$3,595,000+",3 ba,Condo,10025,3 bd,"40.798798,-73.97084","2,313 sqft"
55 Wall St #720,"$980,000",1 ba,Condo,10005,1 bd,"40.70592,-74.00934","1,054 sqft"
171 E 70th St,"$11,500,000",5 ba,Single-Family Home,10021,6 bd,"40.76891,-73.96211","5,100 sqft"
17 Chittenden Ave #4D,"$499,500",1 ba,Coop,10033,1 bd,"40.85514,-73.938934",NA
17 W 54th St #6B,"$1,600,000",2 ba,Coop,10019,1 bd,"40.761936,-73.97653","1,282 sqft"
20 E 9th St #7G,"$749,000",1 ba,Coop,10003,NA,"40.73218,-73.994705",789 sqft
400 5th Ave #52AB,"$4,400,000",2 ba,Condo,10018,2 bd,"40.75023,-73.98371",NA
175 W 95th St #26C,"$2,200,000+",2 ba,Condo,10025,3 bd,"40.793224,-73.9701","1,253 sqft"
40 E 94th St #4C,"$1,900,000",2 ba,Condo,10128,2 bd,"40.78552,-73.95496",NA
845 United Nations Plz #44-C,"$4,295,000",2 ba,Condo,10017,2 bd,"40.752567,-73.967834",NA
288 Lexington Ave #10BC,"$1,100,000",2 ba,Coop,10016,2 bd,"40.748135,-73.978806",NA
111 W 70th St #PH1,"$629,000",1 ba,Coop,10023,1 bd,"40.776497,-73.98011",NA
200 E 94th St #404,"$2,000,000+",2 ba,Condo,10128,2 bd,"40.783703,-73.95021","1,407 sqft"
105 W 13th St #11B,"$550,000",1 ba,Coop,10011,NA,"40.736923,-73.997574",NA
5 W 127th St #2B,"$995,000",2 ba,Condo,10027,2 bd,"40.808144,-73.94173","1,027 sqft"
100 W 93rd St #2F,"$2,305,000+",2 ba,Condo,10025,3 bd,"40.790794,-73.96938","1,351 sqft"
372 5th Ave #8K,"$585,000",1 ba,Coop,10018,NA,"40.74945,-73.9843",800 sqft
350 W 14th St #5C,"$1,375,000",1 ba,Condo,10014,1 bd,"40.74055,-74.00494",625 sqft
Address Not Disclosed,"$360,000",1 ba,Coop,10065,NA,"40.76359,-73.96425",NA
1 Central Park S #1310,"$2,795,000",1 ba,Condo,10019,1 bd,"40.76413,-73.97356",857 sqft
115 E 9th St #18G,"$2,350,000",2 ba,Coop,10003,3 bd,"40.73045,-73.98983",NA
101 Wall St #6B,"$2,615,000+",2.5 ba,Condo,10005,2 bd,"40.704803,-74.00722","1,512 sqft"
